fullName,teamMarket,playerId,height,mpg,gp,drtgPlayer,ortgPlayer,ws,ows,dws,rapm,orapm,drapm,stl,blk,stlPg,blkPg,conf
Kyla Deck,North Texas,1908632,69,30.74,30,85.26,99.01,3.47,1.46,2.01,1.42,0.81,0.61,63,4,2.1,0.13,AAC
Cam Mathews,Tulsa,1908903,67,9.32,29,87.84,97.55,0.78,0.26,0.52,-1.82,-2.27,0.45,21,1,0.72,0.03,AAC
Alexis Andrews,Charlotte,1909601,68,22.12,32,102.04,94.9,1.33,1.05,0.28,0.21,-0.05,0.26,26,0,0.81,0.0,AAC
Mya Perry,Fla. Atlantic,1911378,69,33.06,29,96.37,100.92,3.14,2.18,0.96,0.28,-2.05,2.33,41,8,1.41,0.28,AAC
Hadley Periman,Tulsa,1909523,74,33.0,29,83.49,88.95,2.83,0.57,2.27,4.1,2.06,2.04,39,56,1.34,1.93,AAC
Sidney Love,UTSA,1911468,68,31.98,30,86.76,97.87,3.53,1.6,1.94,5.44,2.9,2.54,39,11,1.3,0.37,AAC
Alexis Parker,UTSA,1911439,69,7.94,22,86.78,63.82,0.11,-0.24,0.35,-0.55,-1.53,0.98,6,1,0.27,0.05,AAC
Ines Piper,South Fla.,1912927,72,16.17,24,87.38,93.72,1.19,0.44,0.76,0.79,0.38,0.41,24,9,1.0,0.38,AAC
Maya Linton,UTSA,1911470,72,22.6,30,82.86,77.76,1.42,-0.23,1.65,1.27,0.16,1.11,41,9,1.37,0.3,AAC
Siena Guttadauro,UTSA,1911443,66,15.2,5,94.01,101.94,0.21,0.12,0.1,-1.26,0.21,-1.47,1,0,0.2,0.0,AAC
Jordan Jackson,Wichita St.,1919728,72,9.56,21,96.68,65.12,-0.04,-0.23,0.19,-0.39,-0.86,0.47,6,2,0.29,0.1,AAC
Tanyuel Welch,Memphis,1921623,70,29.11,30,105.48,91.67,1.0,0.97,0.03,-3.63,-0.53,-3.1,35,3,1.17,0.1,AAC
Janette Aarnio,South Fla.,1923456,71,11.61,31,94.72,93.82,0.67,0.24,0.42,-0.79,-0.57,-0.22,12,5,0.39,0.16,AAC
Carla Brito,South Fla.,1923464,71,32.88,34,89.53,95.97,3.43,1.5,1.92,3.89,1.96,1.93,39,13,1.15,0.38,AAC
Hayleigh Breland,Charlotte,1924266,67,29.04,32,99.45,90.06,1.59,0.96,0.63,-4.82,-0.64,-4.18,31,2,0.97,0.06,AAC
Jaelyn Talley,North Texas,1924332,70,17.06,34,90.47,85.37,1.09,0.15,0.94,2.32,0.09,2.23,11,4,0.32,0.12,AAC
Kayla Hampton,Tulane,1924312,69,6.77,28,88.63,81.86,0.33,-0.01,0.34,-2.93,-3.14,0.21,10,1,0.36,0.04,AAC
Cheyenne Rowe,UTSA,1925207,74,15.71,31,86.85,112.13,2.4,1.42,0.98,-2.17,-0.81,-1.36,8,10,0.26,0.32,AAC
DeeDee Shephard,Charlotte,1925550,68,10.32,11,95.13,84.64,0.16,0.04,0.13,-1.09,0.02,-1.1,4,3,0.36,0.27,AAC
Dyllan Hanna,Tulane,1941816,74,21.55,27,84.7,102.72,1.94,0.65,1.29,1.38,0.15,1.23,17,39,0.63,1.44,AAC
Journee McDaniel,East Carolina,1944362,69,6.67,20,82.19,70.05,0.17,-0.16,0.33,-0.54,-1.22,0.68,12,3,0.6,0.15,AAC
Imani Smith,Charlotte,2091449,68,20.15,32,95.21,87.52,0.95,0.23,0.72,1.77,-0.04,1.82,35,20,1.09,0.62,AAC
Caroline Thiel,Charlotte,2091450,72,13.6,26,100.89,89.24,0.32,0.14,0.18,0.23,-0.07,0.3,6,6,0.23,0.23,AAC
Fatou Diakite,South Fla.,2091451,75,7.23,25,88.69,74.45,0.18,-0.15,0.33,-0.17,-1.5,1.33,5,8,0.2,0.32,AAC
Lily Ba,Tulane,2096201,75,4.23,14,93.3,76.44,0.06,-0.02,0.08,-1.32,-1.34,0.02,0,3,0.0,0.21,AAC
L'or Mputu,South Fla.,2110264,74,28.4,34,88.84,114.98,4.45,2.72,1.73,3.42,2.32,1.1,28,32,0.82,0.94,AAC
Vittoria Blasigh,South Fla.,2110222,69,26.0,34,93.53,103.82,3.18,2.03,1.15,2.6,-0.5,3.11,30,6,0.88,0.18,AAC
Victoria Flores,Rice,2110346,67,29.29,34,91.31,91.94,2.61,1.07,1.53,3.55,1.47,2.08,40,6,1.18,0.18,AAC
Jade Clack,Tulsa,2110345,73,17.7,30,88.76,78.64,0.75,-0.21,0.96,0.21,-2.83,3.04,20,12,0.67,0.4,AAC
Zahira Arizmendi,Fla. Atlantic,2110415,68,11.78,19,95.78,83.22,0.25,0.01,0.24,-3.01,-0.55,-2.46,9,1,0.47,0.05,AAC
Jade Tillman,East Carolina,2111572,70,7.73,26,83.64,92.26,0.69,0.21,0.47,1.6,-0.79,2.39,11,4,0.42,0.15,AAC
Jayla Murray,Wichita St.,2114046,73,27.85,31,93.7,98.73,2.83,1.72,1.11,0.79,1.37,-0.58,32,19,1.03,0.61,AAC
Khia Miller,East Carolina,2111569,70,27.73,32,88.64,91.64,2.41,0.8,1.62,1.97,-0.29,2.26,50,11,1.56,0.34,AAC
Salese Blow,Wichita St.,2114045,71,30.56,31,97.85,92.15,1.9,1.1,0.8,0.72,0.44,0.29,34,2,1.1,0.06,AAC
McKayla Miller,Tulsa,2114078,73,7.7,9,89.85,53.28,-0.02,-0.14,0.12,-0.78,-1.64,0.86,0,2,0.0,0.22,AAC
Latazia Williamson,Memphis,2123799,73,11.76,26,105.33,72.07,-0.2,-0.21,0.02,-2.28,-1.32,-0.96,4,19,0.15,0.73,AAC
Kristol Ayson,Tulsa,2120164,68,23.04,32,89.9,90.28,1.86,0.61,1.25,-1.35,-0.66,-0.7,44,5,1.38,0.16,AAC
Tena Ikidi,Charlotte,2120242,75,8.12,30,92.7,83.89,0.37,0.03,0.34,-1.03,-0.03,-1.0,8,12,0.27,0.4,AAC
Bailey Gilmore,Memphis,2118016,75,11.65,27,108.0,69.22,-0.32,-0.25,-0.07,-4.38,-0.92,-3.46,4,3,0.15,0.11,AAC
Eleecia Carter,UAB,2121874,67,18.22,31,95.14,88.86,1.08,0.43,0.64,0.15,1.01,-0.86,27,4,0.87,0.13,AAC
Raven Sims,Memphis,2123800,69,12.74,28,106.42,74.83,-0.22,-0.2,-0.02,0.34,-0.38,0.72,15,2,0.54,0.07,AAC
Drew Alexander,Temple,2125266,71,4.08,15,96.04,92.18,0.11,0.05,0.06,1.18,0.49,0.69,1,1,0.07,0.07,AAC
Emma Lucio,UTSA,2126053,69,6.63,19,90.01,65.98,-0.0,-0.21,0.21,-1.95,-1.96,0.01,1,0,0.05,0.0,AAC
Tristen Taylor,Temple,2125261,65,29.09,31,92.09,94.77,2.22,0.91,1.31,0.39,1.15,-0.75,39,1,1.26,0.03,AAC
Jaleesa Molina,Temple,2125260,74,25.19,31,82.69,91.46,2.59,0.68,1.91,-0.13,-0.28,0.15,45,17,1.45,0.55,AAC
Aysia Proctor,UTSA,2126062,68,14.35,20,86.33,100.18,1.05,0.46,0.59,1.19,0.84,0.34,9,4,0.45,0.2,AAC
Mady Cartwright,Tulsa,2126393,70,26.96,32,88.57,98.41,3.07,1.49,1.58,4.76,1.62,3.14,47,9,1.47,0.28,AAC
Shadasia Brackens,North Texas,2127714,71,7.51,30,84.55,99.17,0.94,0.43,0.51,-1.88,-0.25,-1.62,8,5,0.27,0.17,AAC
Idara Udo,UTSA,2126065,73,24.18,31,83.48,96.27,3.03,1.25,1.77,3.97,1.06,2.9,24,25,0.77,0.81,AAC
Elise Hill,Tulsa,2126395,67,28.83,22,91.48,93.38,1.72,0.76,0.97,-2.12,-1.12,-1.0,31,3,1.41,0.14,AAC
Kristina Godfrey,Fla. Atlantic,2147650,70,12.61,30,97.99,72.81,0.06,-0.25,0.31,0.01,-0.24,0.25,10,2,0.33,0.07,AAC
Genevive Wedemeyer,UAB,2137734,68,7.96,28,100.34,72.1,-0.02,-0.15,0.13,0.32,-0.9,1.22,4,0,0.14,0.0,AAC
Kaylah Turner,Temple,2143571,66,19.57,30,88.06,92.35,1.98,0.88,1.1,4.39,1.32,3.08,33,3,1.1,0.1,AAC
Jade Weathersby,UAB,2137732,74,28.52,31,87.67,93.77,2.93,1.22,1.7,-2.3,-0.87,-1.43,26,32,0.84,1.03,AAC
Pace Rickard,Rice,2133424,66,2.54,6,93.6,42.76,-0.1,-0.12,0.02,,,,1,0,0.17,0.0,AAC
Evie Van Der Woude,Fla. Atlantic,2147651,77,7.58,21,93.39,30.17,-0.45,-0.66,0.21,-0.15,0.43,-0.58,4,7,0.19,0.33,AAC
Jeniffer Silva,South Fla.,2272739,76,3.56,8,86.7,77.38,0.04,-0.01,0.06,,,,0,1,0.0,0.12,AAC
Amy Thompson,South Fla.,2272738,70,7.65,7,101.58,99.73,0.08,0.06,0.02,-2.29,-1.63,-0.67,0,0,0.0,0.0,AAC
Yana Karamfilova,South Fla.,2272741,74,3.69,13,90.28,101.93,0.14,0.07,0.08,,,,1,4,0.08,0.31,AAC
Raina Tomasicka,South Fla.,2272740,71,5.67,27,96.16,81.05,0.13,-0.03,0.16,0.06,-0.28,0.34,3,2,0.11,0.07,AAC
Brooklyn Alexander,Tulsa,2282156,73,1.71,12,90.26,95.22,0.06,0.02,0.03,,,,1,0,0.08,0.0,AAC
Kennedi Alexander,Tulsa,2282158,73,10.24,29,88.11,78.96,0.44,-0.12,0.56,-1.4,-1.58,0.18,13,9,0.45,0.31,AAC
Sadie Shores,Tulane,2283124,70,24.26,30,92.12,73.12,0.45,-0.6,1.05,-0.24,0.09,-0.33,16,9,0.53,0.3,AAC
Kendall Sneed,Tulane,2283117,68,28.25,30,85.29,83.83,2.01,0.18,1.83,-0.76,0.22,-0.97,53,18,1.77,0.6,AAC
Chania Price,North Texas,2293068,71,9.32,34,83.2,71.63,0.41,-0.35,0.76,-1.36,-1.03,-0.33,18,3,0.53,0.09,AAC
Alana Rouser,Fla. Atlantic,2301377,72,17.4,28,85.55,67.35,0.41,-0.64,1.05,-0.62,-0.36,-0.25,24,22,0.86,0.79,AAC
Emaya Lewis,Fla. Atlantic,2301374,75,8.62,22,88.14,65.15,-0.02,-0.37,0.36,-1.29,-2.28,0.99,6,9,0.27,0.41,AAC
Gwendlyn McGrew,North Texas,2293067,70,3.7,18,85.63,54.95,-0.1,-0.24,0.14,-0.09,0.1,-0.19,2,0,0.11,0.0,AAC
KP Parr,Wichita St.,2302155,64,19.0,31,92.35,73.48,0.4,-0.44,0.84,-6.58,-6.14,-0.44,34,1,1.1,0.03,AAC
Lovisa Asbrink Hose,Fla. Atlantic,2301376,78,14.31,22,91.78,79.63,0.39,-0.08,0.47,1.43,0.34,1.09,6,12,0.27,0.55,AAC
Erin Rodgers,Fla. Atlantic,2301378,72,22.37,12,93.51,89.51,0.66,0.31,0.35,0.55,-1.47,2.02,8,4,0.67,0.33,AAC
Jasmine Peaks,Wichita St.,2302166,66,15.95,26,99.06,75.88,0.08,-0.22,0.3,-0.28,-0.06,-0.22,13,0,0.5,0.0,AAC
Jill Twiehaus,Rice,2313612,70,6.0,14,96.24,106.21,0.29,0.21,0.09,-0.57,0.03,-0.6,3,0,0.21,0.0,AAC
Princess Anderson,Wichita St.,2302165,67,14.28,26,89.88,82.75,0.66,0.03,0.62,0.36,-0.12,0.49,31,0,1.19,0.0,AAC
Maimouna Sissoko,Wichita St.,2302167,75,8.75,20,91.74,63.84,-0.07,-0.33,0.26,-2.9,-2.97,0.06,2,1,0.1,0.05,AAC
Devin Hagemann,East Carolina,2306430,66,23.22,32,91.93,77.96,0.79,-0.3,1.09,-0.02,-0.42,0.41,30,3,0.94,0.09,AAC
Taylor Ross,UTSA,2321471,73,6.42,23,78.75,95.23,0.63,0.2,0.42,-1.25,-0.54,-0.71,3,12,0.13,0.52,AAC
Mia Hammonds,UTSA,2321470,75,8.02,16,83.08,48.22,0.0,-0.3,0.31,-0.32,-0.58,0.25,3,2,0.19,0.12,AAC
Damara Allen,UTSA,2321469,70,12.43,30,85.64,87.45,0.97,0.17,0.8,-0.4,-1.42,1.01,13,8,0.43,0.27,AAC
Kelian Cedano,Temple,2329898,69,5.14,20,86.5,90.02,0.29,0.08,0.21,-0.07,0.4,-0.47,6,1,0.3,0.05,AAC
Felicia Jacobs,Temple,2329899,74,7.78,28,86.99,59.55,0.17,-0.26,0.43,-1.87,-2.62,0.75,7,6,0.25,0.21,AAC
Adena Webster,Temple,2329897,68,3.91,4,89.55,74.52,0.01,-0.02,0.03,,,,1,0,0.25,0.0,AAC
Savannah Curry,Temple,2329900,71,8.26,31,85.85,87.06,0.65,0.11,0.54,2.17,0.71,1.46,16,5,0.52,0.16,AAC
Aniah Alexis,Rice,2313613,73,19.28,33,90.48,89.59,1.54,0.5,1.03,-0.89,-1.22,0.32,20,10,0.61,0.3,AAC
Emilia Dannebauer,UTSA,2321472,76,2.79,8,89.65,34.48,-0.09,-0.13,0.04,,,,0,1,0.0,0.12,AAC
Tamya Smith,Memphis,2334086,74,13.64,28,105.2,88.13,0.26,0.23,0.03,-2.73,-1.62,-1.12,13,5,0.46,0.18,AAC
Journey Armstead,UAB,2342994,68,29.51,23,94.51,91.51,1.62,0.81,0.82,2.47,1.78,0.7,29,1,1.26,0.04,AAC
Whitney Sullivan,Tulsa,2282157,75,1.68,1,101.54,,,,0.0,,,,0,0,0.0,0.0,AAC
Alexandra Wilkinson,Temple,2125264,74,1.82,2,100.65,,,,0.0,,,,0,0,0.0,0.0,AAC
Brynn Eshoo,Tulsa,2295647,74,3.74,2,79.35,,,,0.02,,,,1,1,0.5,0.5,AAC
Cali Smallwood,UAB,2141023,69,1.18,3,106.9,,,,-0.0,,,,0,0,0.0,0.0,AAC
Valentina Monzo,UAB,2137733,74,1.99,7,90.68,150.58,0.07,0.05,0.02,,,,1,1,0.14,0.14,AAC
Jaylee Womack,Tulane,1892513,70,2.37,8,94.45,49.29,-0.01,-0.04,0.02,,,,1,0,0.12,0.0,AAC
Sydney Mains,Fla. Atlantic,2301375,70,9.22,3,97.73,,,,0.02,-0.34,-0.32,-0.02,0,0,0.0,0.0,AAC
