fullName,teamMarket,playerId,height,mpg,gp,drtgPlayer,ortgPlayer,ws,ows,dws,rapm,orapm,drapm,stl,blk,stlPg,blkPg,conf
Aleah Sorrentino,Massachusetts,1606353,75.0,9.29,24,89.8,93.09,0.63,0.25,0.38,-3.26,-0.89,-2.37,3,1,0.12,0.04,A10
Steph Ouderkirk,Richmond,1606615,73.0,6.68,29,92.76,99.86,0.56,0.29,0.27,0.99,1.62,-0.63,5,2,0.17,0.07,A10
Makayla Andrews,George Washington,1609152,70.0,29.54,29,95.76,86.44,1.39,0.48,0.92,-0.91,-0.55,-0.36,17,2,0.59,0.07,A10
Emma Boslet,Saint Joseph's,1609828,71.0,24.27,30,89.73,91.19,1.73,0.49,1.24,2.69,1.82,0.88,25,14,0.83,0.47,A10
Paula Maurina,Saint Joseph's,1611537,72.0,10.56,32,95.31,98.35,0.72,0.34,0.38,0.52,-0.3,0.82,3,1,0.09,0.03,A10
Faith Alston,Richmond,1612244,67.0,14.86,25,92.01,96.14,1.12,0.57,0.55,2.2,2.44,-0.24,8,1,0.32,0.04,A10
Mackenzie Daleba,La Salle,1612521,71.0,17.0,28,91.37,74.89,0.26,-0.47,0.73,-0.29,-1.06,0.77,30,7,1.07,0.25,A10
Paige Mott,George Washington,1614367,73.0,23.9,29,90.15,107.77,2.75,1.6,1.16,-0.19,0.82,-1.0,20,25,0.69,0.86,A10
Khamya McNeal,George Mason,1615270,68.0,6.52,25,81.83,92.63,0.62,0.21,0.42,-0.02,0.05,-0.07,12,1,0.48,0.04,A10
Jess Finney,Loyola Chicago,1622529,70.0,21.43,29,95.64,83.36,0.74,0.07,0.67,-4.59,-2.31,-2.28,24,7,0.83,0.24,A10
Stefanie Kulesza,Massachusetts,1636614,71.0,30.73,32,81.01,97.61,4.13,1.53,2.59,2.5,0.7,1.79,66,12,2.06,0.38,A10
Allie Palmieri,Massachusetts,1637265,70.0,32.87,32,87.78,89.78,2.95,0.93,2.02,0.47,0.71,-0.24,45,7,1.41,0.22,A10
Millie Prior,Davidson,1681970,74.0,23.67,27,84.04,87.92,1.84,0.37,1.47,3.14,-0.67,3.8,23,36,0.85,1.33,A10
Nafatoumata Haidara,Saint Louis,1687711,77.0,1.58,16,96.7,93.66,0.05,0.02,0.02,,,,0,3,0.0,0.19,A10
Shannon Wheeler,Dayton,1688555,72.0,18.85,29,93.29,89.26,0.99,0.27,0.73,2.68,-0.18,2.86,14,11,0.48,0.38,A10
Paula Suarez,George Mason,1687751,72.0,32.5,32,87.34,111.42,5.34,3.3,2.04,8.52,4.12,4.4,50,13,1.56,0.41,A10
Kaitlyn Ammons,Duquesne,1692370,75.0,9.88,6,91.26,,,,0.09,-0.28,0.53,-0.81,3,1,0.5,0.17,A10
Sophie Phillips,Rhode Island,1698315,72.0,29.9,33,92.53,97.03,2.77,1.38,1.39,3.14,0.97,2.17,29,22,0.88,0.67,A10
Ivy Wolf,Dayton,1692036,68.0,33.03,31,91.12,107.85,4.72,3.12,1.6,3.12,2.38,0.74,35,6,1.13,0.19,A10
Destiny Jackson,Loyola Chicago,1689135,70.0,4.08,6,103.31,137.33,0.09,0.08,0.01,,,,0,0,0.0,0.0,A10
Hawa Komara,Rhode Island,1698314,72.0,29.03,33,91.36,96.89,2.67,1.2,1.47,2.22,0.49,1.72,18,9,0.55,0.27,A10
Momo LaClair,Massachusetts,1694220,70.0,23.02,30,92.79,78.17,0.8,-0.16,0.96,-0.38,-0.96,0.58,15,5,0.5,0.17,A10
Tomisin Adenupe,Davidson,1700331,75.0,16.8,27,88.74,92.75,1.34,0.52,0.82,-0.7,-0.78,0.08,14,11,0.52,0.41,A10
Mallorie Haines,Davidson,1700328,70.0,22.1,31,91.54,122.69,2.67,1.64,1.03,3.72,3.67,0.05,12,5,0.39,0.16,A10
Issy Morgan,Davidson,1700333,70.0,24.17,26,92.69,94.08,1.88,1.01,0.87,3.71,2.67,1.04,16,4,0.62,0.15,A10
Maxine Engel,George Washington,1701829,72.0,22.29,27,95.72,91.65,1.07,0.42,0.65,-3.52,-0.84,-2.68,14,1,0.52,0.04,A10
Nicole Stephens,Dayton,1702432,67.0,28.76,30,92.28,86.13,1.52,0.29,1.24,-2.47,-0.8,-1.67,36,3,1.2,0.1,A10
Isabellah Middleton,St. Bonaventure,1717016,69.0,26.68,8,96.87,80.03,0.13,-0.07,0.2,-0.55,-1.47,0.92,17,1,2.12,0.12,A10
Kaylie Griffin,Saint Joseph's,1727371,67.0,8.5,26,90.93,,,,0.35,1.98,1.06,0.91,8,1,0.31,0.04,A10
Adebukola Akomolafe,VCU,1728962,70.0,3.85,23,89.55,111.91,0.33,0.18,0.15,0.68,0.69,-0.01,2,1,0.09,0.04,A10
Arianna Smith,Dayton,1729504,74.0,27.25,30,84.74,115.46,4.87,3.05,1.83,3.91,4.23,-0.31,29,17,0.97,0.57,A10
Isabel Tillett,Saint Louis,1727765,69.0,8.12,34,105.79,70.3,-0.15,-0.15,0.0,-3.85,-1.57,-2.28,7,2,0.21,0.06,A10
Harsimran Kaur,Rhode Island,1720431,76.0,28.27,33,85.57,101.33,4.29,2.29,2.0,3.18,2.96,0.22,14,29,0.42,0.88,A10
Talya Brugler,Saint Joseph's,1727370,73.0,32.94,27,91.01,116.39,4.6,3.21,1.39,2.96,2.81,0.15,21,10,0.78,0.37,A10
Julia Nystrom,Saint Joseph's,1727372,67.0,5.01,6,94.04,120.56,0.16,0.13,0.04,,,,0,0,0.0,0.0,A10
Mackenzie Smith,Saint Joseph's,1727375,70.0,31.46,33,90.04,105.09,4.56,2.82,1.73,6.54,4.41,2.13,31,13,0.94,0.39,A10
Kennedy Calhoun,Saint Louis,1727763,65.0,35.9,34,96.65,87.73,1.86,0.68,1.19,0.79,1.1,-0.31,109,8,3.21,0.24,A10
Katie Hill,Richmond,1716732,72.0,25.55,34,90.71,106.31,3.2,1.81,1.39,7.85,3.53,4.32,28,7,0.82,0.21,A10
Grace Hutson,VCU,1728960,70.0,27.66,30,90.67,96.74,2.19,0.86,1.33,0.84,1.0,-0.16,24,9,0.8,0.3,A10
Naelle Bernard,Loyola Chicago,1892361,65.0,26.91,29,99.65,92.37,1.4,0.89,0.51,1.68,1.49,0.2,28,8,0.97,0.28,A10
Payton Fields,St. Bonaventure,1904030,72.0,13.48,11,102.82,65.41,-0.21,-0.26,0.05,-0.3,0.88,-1.18,7,0,0.64,0.0,A10
Nadechka Laccen,St. Bonaventure,1904027,66.0,19.62,11,101.16,77.29,-0.05,-0.15,0.11,-1.65,0.25,-1.91,9,2,0.82,0.18,A10
Kira Chivers,Loyola Chicago,1908372,63.0,29.69,27,102.0,86.82,0.61,0.29,0.33,-3.09,-2.92,-0.17,31,0,1.15,0.0,A10
Nayo Lear,Dayton,1908411,70.0,15.63,30,89.07,77.79,0.58,-0.25,0.83,0.21,0.03,0.18,28,3,0.93,0.1,A10
Sam Dewey,Richmond,1909045,74.0,7.37,32,90.94,85.53,0.45,0.07,0.37,-1.41,-2.08,0.67,4,3,0.12,0.09,A10
Lilly Ferguson,Massachusetts,1909859,70.0,18.11,32,87.72,98.91,1.7,0.58,1.11,0.37,-0.03,0.4,16,1,0.5,0.03,A10
Charlise Dunn,Davidson,1911482,74.0,29.62,27,82.46,94.91,3.37,1.39,1.97,4.49,2.87,1.62,44,33,1.63,1.22,A10
Page Greenburg,George Mason,1911513,69.0,9.27,21,89.03,118.8,1.01,0.67,0.35,0.52,-0.13,0.65,9,2,0.43,0.1,A10
Megan Olbrys,Massachusetts,1911538,73.0,31.82,32,84.88,109.37,5.73,3.47,2.27,3.15,1.23,1.92,31,20,0.97,0.62,A10
Laura Ziegler,Saint Joseph's,1911517,74.0,35.04,33,82.43,105.36,6.9,4.04,2.86,6.57,4.45,2.12,25,31,0.76,0.94,A10
Caia Loving,George Washington,1912998,74.0,8.47,18,90.69,85.78,0.29,0.05,0.25,-1.03,-2.03,1.0,3,3,0.17,0.17,A10
Ashleigh Connor,La Salle,1913857,71.0,32.75,29,96.3,86.84,1.46,0.5,0.96,0.07,0.93,-0.86,44,9,1.52,0.31,A10
Alexis Black,VCU,1914051,69.0,9.5,2,97.68,58.39,-0.03,-0.05,0.02,,,,0,0,0.0,0.0,A10
Chaé Harris,Fordham,1914062,68.0,22.5,28,89.72,88.38,1.56,0.49,1.07,1.24,0.08,1.16,33,11,1.18,0.39,A10
Rose Nelson,Fordham,1917718,73.0,17.7,29,91.44,49.03,-0.21,-0.99,0.78,-2.95,-2.25,-0.7,11,25,0.38,0.86,A10
Kaila Berry,Fordham,1917722,71.0,14.69,29,83.8,90.61,1.3,0.31,0.99,-2.0,-2.55,0.54,31,5,1.07,0.17,A10
Shantavia Dawkins,Dayton,1917709,67.0,9.23,26,94.52,68.22,-0.08,-0.37,0.29,-0.92,-1.56,0.64,4,1,0.15,0.04,A10
Anaelle Dutat,Rhode Island,1922941,72.0,32.51,33,84.22,97.53,3.89,1.44,2.46,1.99,0.86,1.13,55,18,1.67,0.55,A10
Ines Debroise,Rhode Island,1922943,69.0,21.46,30,89.52,104.11,2.84,1.73,1.11,-0.75,0.76,-1.51,28,0,0.93,0.0,A10
Andjela Matic,Duquesne,1925105,68.0,19.26,33,93.25,98.61,1.81,0.97,0.85,4.58,3.22,1.36,19,5,0.58,0.15,A10
Jada Brown,George Mason,1925043,66.0,13.49,26,91.52,78.36,0.4,-0.13,0.53,4.62,3.05,1.57,11,1,0.42,0.04,A10
Nekhu Mitchell,George Mason,1925127,72.0,17.52,31,85.12,119.08,2.74,1.54,1.19,0.35,2.37,-2.02,37,4,1.19,0.13,A10
Nalani Kaysia,George Mason,1925131,74.0,26.81,31,79.43,95.47,3.44,1.11,2.33,3.2,0.19,3.02,25,35,0.81,1.13,A10
Zahirah Walton,George Mason,1925128,71.0,30.67,32,83.42,113.41,6.4,4.07,2.33,4.46,3.24,1.21,54,32,1.69,1.0,A10
Cia Eklöf,Rhode Island,1925241,70.0,6.53,15,96.78,69.5,-0.03,-0.13,0.09,-1.03,-0.5,-0.53,1,0,0.07,0.0,A10
Rachel Ullstrom,Richmond,1938322,73.0,30.61,35,87.68,124.76,6.89,4.82,2.06,7.92,6.2,1.72,50,12,1.43,0.34,A10
Alisa Blalock,La Salle,1936818,66.0,7.14,19,100.9,72.03,-0.12,-0.19,0.07,-2.9,-1.16,-1.73,5,0,0.26,0.0,A10
Maggie Doogan,Richmond,1938323,74.0,29.52,35,80.86,118.67,8.35,5.61,2.74,6.85,5.71,1.14,41,40,1.17,1.14,A10
Natalia Sierra-Vargas,George Washington,1941103,68.0,13.72,19,94.22,63.99,-0.04,-0.36,0.32,-2.54,-0.98,-1.56,9,1,0.47,0.05,A10
Timaya Lewis-Eutsey,VCU,1942126,68.0,28.63,8,88.47,92.52,0.84,0.42,0.42,2.31,0.22,2.09,11,3,1.38,0.38,A10
Mary-Anna Asare,VCU,1942130,67.0,32.99,30,86.87,101.89,4.77,2.78,1.99,4.21,1.24,2.97,52,7,1.73,0.23,A10
Jerni Kiaku,Duquesne,1941801,67.0,27.2,32,93.43,99.93,3.12,1.98,1.14,0.13,2.66,-2.53,34,4,1.06,0.12,A10
Deniz Torgut,VCU,1942131,70.0,8.97,24,91.36,70.13,0.04,-0.29,0.33,-1.14,-2.02,0.88,3,0,0.12,0.0,A10
Emma Theodorsson,Loyola Chicago,1946712,73.0,24.28,29,96.1,93.39,1.64,0.92,0.72,1.1,1.31,-0.22,18,9,0.62,0.31,A10
Rosalie Mercille,Loyola Chicago,2098033,69.0,15.88,19,98.41,91.2,0.5,0.27,0.24,0.52,-0.3,0.82,11,1,0.58,0.05,A10
Tamar voor de Poort,St. Bonaventure,2095889,72.0,6.69,23,111.04,,,,-0.08,-1.0,0.36,-1.35,0,1,0.0,0.04,A10
Amiyah Ferguson,Fordham,2096912,68.0,11.96,26,96.18,64.37,-0.3,-0.61,0.32,-4.08,-1.77,-2.31,5,1,0.19,0.04,A10
Jasmine Timmerson,Davidson,2106174,67.0,10.0,24,90.98,57.9,-0.02,-0.39,0.38,-1.05,-0.07,-0.98,9,0,0.38,0.0,A10
Louis Volker,George Mason,2103559,73.0,16.71,32,86.97,108.13,2.35,1.28,1.07,5.24,3.34,1.9,11,18,0.34,0.56,A10
Ta'Viyanna Habib,George Mason,2110958,71.0,23.66,32,87.44,111.71,3.07,1.59,1.48,4.71,3.58,1.14,35,10,1.09,0.31,A10
Raymi Coueta,Duquesne,2112617,68.0,11.57,32,96.04,87.8,0.52,0.14,0.38,2.78,1.26,1.51,11,5,0.34,0.16,A10
Audrey Deptula,Loyola Chicago,2107327,72.0,10.22,24,100.64,90.08,0.36,0.22,0.13,0.15,1.25,-1.1,6,3,0.25,0.12,A10
Kennedy Harris,George Mason,2110948,66.0,28.77,26,88.34,116.42,4.49,3.1,1.39,5.01,3.55,1.46,40,2,1.54,0.08,A10
Trinity Massenberg,George Mason,2110953,72.0,4.95,30,88.14,93.73,0.47,0.19,0.28,-0.75,-0.6,-0.15,4,4,0.13,0.13,A10
Faith Okorie,George Mason,2110956,72.0,3.29,17,86.55,91.07,0.15,0.04,0.11,-1.22,-0.06,-1.16,2,1,0.12,0.06,A10
Katie Donovan,Davidson,2114065,71.0,30.98,32,90.7,101.04,3.51,1.92,1.59,4.46,2.33,2.12,26,13,0.81,0.41,A10
Eliza Buerk,Davidson,2114075,75.0,6.0,12,86.67,79.54,0.13,-0.01,0.15,1.86,0.46,1.4,3,1,0.25,0.08,A10
Chinenye Odenigbo,Massachusetts,2116998,77.0,19.51,31,81.73,92.7,2.1,0.55,1.55,2.79,0.46,2.34,31,24,1.0,0.77,A10
Aleah Snead,Saint Joseph's,2117854,71.0,20.77,33,88.13,117.43,3.24,1.95,1.28,0.51,0.31,0.2,24,9,0.73,0.27,A10
Dallas Pierce,Massachusetts,2116999,69.0,3.99,17,94.62,92.95,0.14,0.06,0.08,-2.77,-0.88,-1.89,1,1,0.06,0.06,A10
Gabby Casey,Saint Joseph's,2117856,69.0,28.26,33,87.64,102.32,3.43,1.64,1.79,6.04,4.71,1.32,34,13,1.03,0.39,A10
Ajok Madol,Dayton,2118000,74.0,11.82,22,82.43,69.74,0.21,-0.44,0.64,-0.57,-1.01,0.44,15,9,0.68,0.41,A10
Ally Sweeney,Richmond,2118669,66.0,26.48,35,93.31,113.48,3.93,2.7,1.23,5.58,4.76,0.82,22,5,0.63,0.14,A10
Jayda Johnson,Dayton,2118537,72.0,9.34,27,95.14,81.39,0.27,-0.02,0.29,0.45,-0.3,0.75,2,4,0.07,0.15,A10
Eve Fiala,Dayton,2119678,76.0,5.82,20,84.15,47.17,-0.24,-0.51,0.27,-1.58,-1.55,-0.03,2,7,0.1,0.35,A10
Courtney Swider,Richmond,2118670,76.0,2.97,11,90.73,,,,0.05,,,,0,0,0.0,0.0,A10
Denika Lightbourne,Dayton,2119671,69.0,4.93,15,89.25,62.52,-0.03,-0.16,0.13,-1.41,-1.38,-0.03,2,1,0.13,0.07,A10
Sara Lewis,George Washington,2124506,73.0,26.74,29,90.34,83.42,1.36,0.08,1.28,-0.01,-0.92,0.91,18,18,0.62,0.62,A10
Kamari Sims,George Washington,2124507,73.0,21.51,24,93.56,86.08,0.86,0.19,0.67,-0.53,-0.94,0.42,12,21,0.5,0.88,A10
Katie Ledden,Rhode Island,2137361,72.0,5.38,21,87.9,,,,0.21,0.22,0.09,0.12,4,1,0.19,0.05,A10
Sophia Vital,Rhode Island,2137362,65.0,24.64,33,84.72,94.52,2.93,1.11,1.82,2.94,0.84,2.09,53,6,1.61,0.18,A10
Tierra Simon,Saint Louis,2144248,73.0,29.46,32,95.13,99.86,2.54,1.48,1.07,0.19,-0.63,0.81,37,32,1.16,1.0,A10
Marcavia Shavers,Saint Louis,2144250,74.0,11.81,33,97.86,87.3,0.53,0.2,0.33,-4.19,-2.89,-1.3,10,3,0.3,0.09,A10
Miya Giles-Jones,Fordham,2146597,72.0,5.23,18,90.41,64.91,0.02,-0.13,0.15,-1.62,-0.83,-0.79,5,1,0.28,0.06,A10
Brooklyn Gray,Saint Louis,2144273,71.0,27.1,34,99.73,96.14,2.27,1.68,0.6,5.3,3.24,2.06,48,4,1.41,0.12,A10
Taya Davis,Fordham,2146604,67.0,29.29,28,89.88,77.36,0.9,-0.48,1.38,2.39,0.88,1.5,44,4,1.57,0.14,A10
Aryss Macktoon,La Salle,2146761,70.0,29.02,21,88.4,71.95,0.22,-0.9,1.12,-3.31,-2.93,-0.38,68,4,3.24,0.19,A10
Zoli Khalil,VCU,2149794,72.0,25.6,31,92.11,92.54,2.07,0.92,1.15,-1.0,0.13,-1.13,19,9,0.61,0.29,A10
Valentina Ojeda,VCU,2149793,72.0,21.43,31,92.56,104.08,2.46,1.53,0.93,2.37,1.46,0.91,16,10,0.52,0.32,A10
Natalia Tondi,VCU,2149795,70.0,5.53,25,90.69,,,,0.22,-0.15,0.14,-0.3,4,1,0.16,0.04,A10
Lucia Sotelo Miguez,VCU,2149798,73.0,13.86,31,89.64,74.69,0.52,-0.22,0.74,-1.67,-1.03,-0.64,16,4,0.52,0.13,A10
Gabby Reynolds,George Washington,2281175,69.0,29.59,29,93.8,84.15,1.3,0.2,1.1,1.38,-0.04,1.42,36,11,1.24,0.38,A10
Kyraha Parnell,George Washington,2281178,75.0,8.82,8,95.86,60.51,-0.08,-0.15,0.07,-1.25,-0.16,-1.1,2,0,0.25,0.0,A10
Miriam Diala,George Washington,2281176,73.0,12.04,23,90.75,92.83,0.65,0.21,0.44,-4.33,-1.72,-2.61,12,4,0.52,0.17,A10
Filipa Calisto,George Washington,2281177,72.0,17.85,26,93.82,80.39,0.5,-0.09,0.59,-2.56,-3.18,0.63,10,6,0.38,0.23,A10
Morgan Matthews,George Washington,2281179,72.0,15.61,16,94.64,70.35,0.01,-0.29,0.3,-3.3,-1.02,-2.28,6,9,0.38,0.56,A10
Aurore Eyango,St. Bonaventure,2288964,69.0,5.74,17,98.85,68.6,-0.05,-0.13,0.07,-0.33,0.62,-0.95,4,0,0.24,0.0,A10
Mackenzie Pettinelli,St. Bonaventure,2288962,70.0,28.03,30,101.56,88.11,0.68,0.3,0.38,-3.01,-1.1,-1.92,37,3,1.23,0.1,A10
Macy Smith,St. Bonaventure,2288963,66.0,12.91,27,107.84,59.88,-0.88,-0.81,-0.07,-5.3,-3.54,-1.76,8,0,0.3,0.0,A10
Lena Walz,St. Bonaventure,2288961,70.0,15.54,15,107.5,58.29,-0.61,-0.57,-0.04,-3.36,-2.73,-0.64,2,0,0.13,0.0,A10
Gabby Robinson Forde,St. Bonaventure,2288965,74.0,20.07,29,103.99,65.53,-0.47,-0.59,0.11,-3.2,-1.52,-1.68,14,13,0.48,0.45,A10
Hannah Richardson,St. Bonaventure,2288968,73.0,20.21,26,106.82,64.39,-1.13,-1.07,-0.05,-4.82,-3.72,-1.1,6,12,0.23,0.46,A10
Caitlin Frost,St. Bonaventure,2288966,73.0,27.54,24,99.01,78.59,0.17,-0.31,0.48,-4.63,-3.62,-1.01,26,11,1.08,0.46,A10
Zoe Shaw,St. Bonaventure,2288967,67.0,33.71,30,106.29,88.34,0.65,0.7,-0.05,-4.38,-1.65,-2.74,19,6,0.63,0.2,A10
Rhian Stokes,Saint Joseph's,2303286,67.0,17.26,33,87.59,96.24,1.97,0.87,1.1,3.08,0.76,2.32,26,6,0.79,0.18,A10
Meja Jägerskog,Saint Joseph's,2303288,74.0,3.46,15,88.92,81.03,0.09,-0.01,0.09,-0.23,-0.55,0.32,1,0,0.07,0.0,A10
Olivia Leung,Dayton,2305394,70.0,13.71,28,94.09,91.01,0.84,0.36,0.48,2.15,0.42,1.73,11,1,0.39,0.04,A10
Kamryn Grant,Dayton,2305400,72.0,3.1,10,86.05,71.07,0.01,-0.05,0.06,,,,2,0,0.2,0.0,A10
Molly O'Riordan,Dayton,2305401,74.0,10.28,28,88.45,81.28,0.5,-0.03,0.53,-3.09,-2.91,-0.18,4,10,0.14,0.36,A10
Ivy Fox,La Salle,2314210,72.0,10.27,22,102.94,82.67,0.08,0.01,0.07,-2.89,-1.13,-1.76,3,1,0.14,0.05,A10
Payton Richard,Richmond,2313761,72.0,5.37,15,96.64,,,,0.08,-0.77,-0.33,-0.44,1,1,0.07,0.07,A10
Alicia Newell,Richmond,2313756,69.0,7.63,19,79.68,83.5,0.43,0.03,0.4,-0.73,-1.18,0.44,12,0,0.63,0.0,A10
Sania Jenkins,La Salle,2314222,71.0,7.05,23,103.71,75.98,-0.05,-0.09,0.04,-2.63,-1.42,-1.2,1,6,0.04,0.26,A10
Ayisse Magassa,La Salle,2314214,73.0,28.28,32,98.09,82.06,0.72,-0.02,0.74,-3.21,-1.72,-1.49,41,11,1.28,0.34,A10
Anna Przyszlak,La Salle,2314220,73.0,22.63,32,100.04,74.93,0.06,-0.38,0.44,-4.85,-5.5,0.64,20,10,0.62,0.31,A10
LeAire Nicks,George Mason,2305540,74.0,4.3,12,80.1,,,,0.14,-1.79,-0.61,-1.18,4,0,0.33,0.0,A10
Irene Garcia,La Salle,2314189,73.0,3.46,17,99.17,49.11,-0.1,-0.14,0.04,-1.27,-1.02,-0.25,2,0,0.12,0.0,A10
Faith Walker,Duquesne,2314261,73.0,16.29,31,93.45,84.91,0.74,0.08,0.66,2.18,0.15,2.03,16,8,0.52,0.26,A10
Diora Ressaissi,La Salle,2314188,72.0,4.52,21,102.3,81.71,0.03,-0.0,0.04,1.5,1.7,-0.2,1,2,0.05,0.1,A10
Ty'Renisha Bowers,La Salle,2314233,68.0,16.63,31,101.05,74.24,-0.08,-0.34,0.26,-2.95,-1.42,-1.54,19,3,0.61,0.1,A10
Joan Quinn,La Salle,2314217,69.0,29.21,32,98.67,85.64,1.05,0.34,0.71,-2.96,-1.92,-1.05,46,7,1.44,0.22,A10
Fatou Sane,Duquesne,2314264,72.0,5.64,25,86.41,58.97,-0.0,-0.29,0.29,0.73,0.73,-0.0,11,1,0.44,0.04,A10
Reina Green,Duquesne,2314266,68.0,13.7,30,89.95,73.99,0.41,-0.28,0.69,-0.4,-2.39,1.98,22,4,0.73,0.13,A10
Sienna Dauer,Davidson,2319461,71.0,10.9,31,91.68,69.67,0.08,-0.42,0.51,-1.58,-1.58,0.0,12,1,0.39,0.03,A10
Mackenzie Blackford,Duquesne,2314265,68.0,19.26,32,96.04,115.39,2.58,1.94,0.64,2.75,2.72,0.02,22,5,0.69,0.16,A10
Candice Lienafa,Davidson,2319467,71.0,17.21,31,87.57,112.42,2.81,1.78,1.03,1.86,1.82,0.03,13,17,0.42,0.55,A10
Kyra Bruyndoncx,Davidson,2319463,71.0,25.57,32,93.09,93.14,1.85,0.75,1.1,0.46,-0.74,1.19,20,8,0.62,0.25,A10
Kellie McConnell,Duquesne,2314267,63.0,3.36,22,90.38,48.03,-0.05,-0.17,0.12,-0.97,-1.77,0.81,4,0,0.18,0.0,A10
Nadia Moore,Duquesne,2314268,70.0,14.43,30,91.83,91.54,1.05,0.41,0.64,4.67,0.6,4.07,20,1,0.67,0.03,A10
Emilie Bessell,Davidson,2319473,69.0,6.88,20,90.78,86.85,0.31,0.09,0.22,1.27,0.06,1.22,4,0,0.2,0.0,A10
Shun'teria Anumele,Saint Louis,2325621,68.0,20.38,34,100.91,78.74,-0.02,-0.38,0.36,-1.52,1.1,-2.62,41,0,1.21,0.0,A10
Edina Strausz,Davidson,2319471,75.0,4.3,14,87.42,82.9,0.12,0.0,0.12,-2.09,-0.8,-1.29,0,4,0.0,0.29,A10
Hannah Wallace,Saint Louis,2325619,72.0,20.59,30,101.08,72.47,-0.07,-0.38,0.31,-2.82,-1.86,-0.96,28,14,0.93,0.47,A10
Mia Bergstrom,Saint Louis,2325638,70.0,12.6,33,106.26,95.53,0.51,0.52,-0.02,-3.97,-1.2,-2.77,8,4,0.24,0.12,A10
Rita Nazario,Saint Louis,2325639,65.0,2.78,5,111.37,36.49,-0.08,-0.07,-0.01,,,,0,0,0.0,0.0,A10
Roisin Grandberry,Loyola Chicago,2329008,75.0,6.03,12,92.61,,,,0.1,-3.22,-2.28,-0.94,1,5,0.08,0.42,A10
Yasmyn Palmer,Loyola Chicago,2329006,74.0,2.63,11,94.6,52.59,-0.06,-0.1,0.03,,,,1,2,0.09,0.18,A10
Alexa Kinas,Loyola Chicago,2329010,68.0,15.79,27,94.44,89.46,0.77,0.25,0.51,-4.97,-3.52,-1.45,28,2,1.04,0.07,A10
Kendall Hendrix,Loyola Chicago,2329013,70.0,7.53,25,91.28,78.27,0.21,-0.08,0.29,-1.16,-1.24,0.08,12,4,0.48,0.16,A10
