"_id","rowId","updated","competitionId","gameId","stint","flowStint","teamId","teamMarket","conferenceId","divisionId","isExhib","inDivision","isQualified","lineupId","periodNumber","gameFlowPeriod","sStart","sEnd","cStart","cEnd","secs","scoreStart","scoreEnd","scoreStartAgst","scoreEndAgst","ptsScored","ptsAgst","netPts","fgm","fga","fgm2","fga2","fgm3","fga3","ftm","fta","ast","stl","tov","drb","orb","fgmAgst","fgaAgst","fgm2Agst","fga2Agst","fgm3Agst","fga3Agst","ftaAgst","astAgst","tovAgst","stlAgst","drbAgst","orbAgst","cDiff","reb","rebAgst","fg2Pct","fg3Pct","ftPct","oPoss","dPoss","avgPoss","oppp","dppp","netppp","pId1","pName1","pId2","pName2","pId3","pName3","pId4","pName4","pId5","pName5","transferKeyPctile","netpppPctile","opppPctile","dpppPctile"
"695e29e70e9e0b79ee63d5ba","2750315-105097-11","2026-01-05T00:18:47Z","41098","2750315","13","11","105097","LMU (CA)","30","1","false","true","false","1925105-2270840-2291259-2481512-1696172","2","2","842","924","05:58","04:36","82","28","30","21","23","2","2","0","1","1","1","1","0","0","0","0","1","0","1","1","0","1","2","1","1","0","1","0","0","0","0","0","0","01:22","1","0","1","","","2","2","2","1","1","0","1925105","Andjela Matic","2270840","Ivana Krajina","2291259","Allison Clarke","2481512","Kayla Jones","1696172","Paula Reus Piza","","","",""
"695e29e60e9e0b79ee63cd7c","2750315-105097-12","2026-01-05T00:18:47Z","41098","2750315","14","12","105097","LMU (CA)","30","1","false","true","true","2118049-1925105-2291259-2481512-1696172","2","2","924","1024","04:36","02:56","100","30","30","23","23","0","0","0","0","2","0","0","0","2","0","0","0","1","0","2","0","0","2","0","0","0","2","0","0","1","0","2","0","01:40","2","2","","0","","2","3","2.5","0","0","0","2118049","Mari Somvichian","1925105","Andjela Matic","2291259","Allison Clarke","2481512","Kayla Jones","1696172","Paula Reus Piza","0","0.49","0.13","1"
"695e29ea0e9e0b79ee640450","2750315-105097-13","2026-01-05T00:18:47Z","41098","2750315","15","13","105097","LMU (CA)","30","1","false","true","false","2118049-1925105-2291259-2118064-1696172","2","2","1024","1037","02:56","02:43","13","30","31","23","23","1","0","1","0","0","0","0","0","0","1","2","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","00:13","1","1","","","0.5","0.8","1","0.9","1.25","0","1.25","2118049","Mari Somvichian","1925105","Andjela Matic","2291259","Allison Clarke","2118064","Maya Hernandez","1696172","Paula Reus Piza","","","",""
"695e29eb0e9e0b79ee6411a3","2750315-105097-14","2026-01-05T00:18:47Z","41098","2750315","16","14","105097","LMU (CA)","30","1","false","true","true","2118049-2138783-1925105-2118064-1696172","2","2","1037","1162.4","02:43","00:37","125.4","31","33","23","29","2","6","-4","1","3","1","3","0","0","0","0","1","0","0","0","0","2","2","2","2","0","0","2","1","0","0","2","0","02:05","0","2","0.3333","","","3","2.8","2.9","0.6667","2.1429","-1.4762","2118049","Mari Somvichian","2138783","Jess Lawson","1925105","Andjela Matic","2118064","Maya Hernandez","1696172","Paula Reus Piza","0","0.05","0.34","0.03"
"695e29ea0e9e0b79ee640113","2750315-105097-15","2026-01-05T00:18:47Z","41098","2750315","17","15","105097","LMU (CA)","30","1","false","true","false","2118049-2138783-1925105-1688590-2118064","2","2","1162.4","1162.4","00:37","00:37","0","33","35","29","29","2","0","2","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","00:00","0","0","","","1","0.8","0","0.4","2.5","","","2118049","Mari Somvichian","2138783","Jess Lawson","1925105","Andjela Matic","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"695e29eb0e9e0b79ee641091","2750315-105097-16","2026-01-05T00:18:47Z","41098","2750315","18","16","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291259-1688590-2118064","2","2","1162.4","1200","00:37","00:00","37.6","35","35","29","31","0","2","-2","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","00:38","0","0","0","","","1","1","1","0","2","-2","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"695e29eb0e9e0b79ee640eff","2750315-105097-17","2026-01-05T00:18:47Z","41098","2750315","19","17","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2270840-1688590-2118064","3","3","1200","1430","10:00","06:10","230","35","41","31","40","6","9","-3","2","8","2","7","0","1","2","2","1","1","0","1","3","4","7","3","5","1","2","0","3","1","0","3","2","03:50","4","5","0.2857","0","1","5.59","5.86","5.725","1.0733","1.5358","-0.4625","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2118064","Maya Hernandez","0","0.29","0.63","0.15"
"695e29eb0e9e0b79ee641122","2750315-105097-18","2026-01-05T00:18:47Z","41098","2750315","20","18","105097","LMU (CA)","30","1","false","true","false","2138783-2270840-2291264-2118064-1696172","3","3","1430","1480","06:10","05:20","50","41","43","40","44","2","4","-2","1","1","1","1","0","0","0","0","0","0","0","0","0","2","2","2","2","0","0","0","1","0","0","0","0","00:50","0","0","1","","","1","2","1.5","2","2","0","2138783","Jess Lawson","2270840","Ivana Krajina","2291264","Zawadi Ogot","2118064","Maya Hernandez","1696172","Paula Reus Piza","","","",""
"695e29e70e9e0b79ee63dad5","2750315-105097-19","2026-01-05T00:18:47Z","41098","2750315","21","19","105097","LMU (CA)","30","1","false","true","true","2138783-2270840-2291259-2118064-1696172","3","3","1480","1627","05:20","02:53","147","43","51","44","53","8","9","-1","2","3","1","2","1","1","3","4","2","0","1","1","0","4","6","4","5","0","1","1","1","0","1","1","1","02:27","1","2","0.5","1","0.75","5.6","5.33","5.465","1.4286","1.6886","-0.26","2138783","Jess Lawson","2270840","Ivana Krajina","2291259","Allison Clarke","2118064","Maya Hernandez","1696172","Paula Reus Piza","0","0.36","0.8","0.1"
"695e29ea0e9e0b79ee64015c","2750315-105097-20","2026-01-05T00:18:47Z","41098","2750315","22","20","105097","LMU (CA)","30","1","false","true","false","1925105-2270840-2291259-2118064-1696172","3","3","1627","1654","02:53","02:26","27","51","52","53","53","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","00:27","0","0","","","1","0.4","0","0.2","2.5","","","1925105","Andjela Matic","2270840","Ivana Krajina","2291259","Allison Clarke","2118064","Maya Hernandez","1696172","Paula Reus Piza","","","",""
"695e29e70e9e0b79ee63d262","2750315-105097-21","2026-01-05T00:18:47Z","41098","2750315","23","21","105097","LMU (CA)","30","1","false","true","true","1925105-2291259-2291264-2118064-1696172","3","3","1654","1800","02:26","00:00","146","52","52","53","55","0","2","-2","0","5","0","4","0","1","0","0","0","1","1","0","2","0","1","0","1","0","0","2","0","3","1","3","1","02:26","2","4","0","0","","3.86","3.73","3.795","0","0.5362","-0.5362","1925105","Andjela Matic","2291259","Allison Clarke","2291264","Zawadi Ogot","2118064","Maya Hernandez","1696172","Paula Reus Piza","0","0.26","0.13","0.73"
"695e29eb0e9e0b79ee640d6f","2750315-105097-22","2026-01-05T00:18:47Z","41098","2750315","24","22","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2270840-1688590-2118064","4","4","1800","2044","10:00","05:56","244","52","63","55","62","11","7","4","5","8","4","7","1","1","0","0","3","0","0","1","2","3","6","2","4","1","2","0","2","1","0","1","1","04:04","3","2","0.5714","1","","5.86","5.395","5.6275","1.8771","1.2975","0.5796","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2118064","Maya Hernandez","0","0.73","0.94","0.26"
"695e29e60e9e0b79ee63cffc","2750315-105097-23","2026-01-05T00:18:47Z","41098","2750315","25","23","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291264-1688590-2118064","4","4","2044","2079","05:56","05:21","35","63","68","62","62","5","0","5","1","1","1","1","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","00:35","0","0","1","","0.75","2.6","1","1.8","1.9231","0","1.9231","2138783","Jess Lawson","1925105","Andjela Matic","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"695e29eb0e9e0b79ee640be6","2750315-105097-24","2026-01-05T00:18:47Z","41098","2750315","26","24","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2270840-1688590-2118064","4","4","2079","2220","05:21","03:00","141","68","71","62","66","3","4","-1","1","6","1","6","0","0","1","1","0","1","1","1","3","1","2","1","2","0","0","2","1","1","0","2","0","02:21","4","2","0.1667","","1","4.19","3.8","3.995","0.716","1.0526","-0.3366","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","1688590","Carly Heidger","2118064","Maya Hernandez","0","0.33","0.39","0.36"
"695e29e70e9e0b79ee63db5c","2750315-105097-25","2026-01-05T00:18:47Z","41098","2750315","27","25","105097","LMU (CA)","30","1","false","true","true","2138783-1925105-2270840-2118064-1696172","4","4","2220","2371.1","03:00","00:28","151.1","71","73","66","71","2","5","-3","1","4","1","4","0","0","0","0","1","0","1","1","2","1","1","1","1","0","0","4","0","0","0","1","0","02:31","3","1","0.25","","","2.86","2.6","2.73","0.6993","1.9231","-1.2238","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","2118064","Maya Hernandez","1696172","Paula Reus Piza","0","0.08","0.38","0.06"
"695e29e60e9e0b79ee63cbd6","2750315-105097-26","2026-01-05T00:18:47Z","41098","2750315","28","26","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2291259-2118064-1696172","4","4","2371.1","2378.7","00:28","00:21","7.6","73","74","71","71","1","0","1","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","00:08","0","0","","","0.5","0.8","0","0.4","1.25","","","2138783","Jess Lawson","1925105","Andjela Matic","2291259","Allison Clarke","2118064","Maya Hernandez","1696172","Paula Reus Piza","","","",""
"695e29eb0e9e0b79ee64138f","2750315-105097-27","2026-01-05T00:18:47Z","41098","2750315","29","27","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2270840-2118064-1696172","4","4","2378.7","2387","00:21","00:13","8.3","74","74","71","74","0","3","-3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","00:08","0","0","","","","0","1","0.5","","3","","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","2118064","Maya Hernandez","1696172","Paula Reus Piza","","","",""
"695e29ea0e9e0b79ee640058","2750315-105097-28","2026-01-05T00:18:47Z","41098","2750315","30","28","105097","LMU (CA)","30","1","false","true","false","2138783-1925105-2270840-2291259-2118064","4","4","2387","2399.2","00:13","00:00","12.2","74","74","74","74","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","00:12","0","0","","","","1","0","0.5","0","","","2138783","Jess Lawson","1925105","Andjela Matic","2270840","Ivana Krajina","2291259","Allison Clarke","2118064","Maya Hernandez","","","",""
"695e29e60e9e0b79ee63cae7","2750315-105097-29","2026-01-05T00:18:47Z","41098","2750315","31","29","105097","LMU (CA)","30","1","false","true","false","1925105-2270840-2291264-1688590-2118064","4","4","2399.2","2400","00:00","00:00","0.8","74","74","74","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","00:01","0","0","","","","0","0","0","","","","1925105","Andjela Matic","2270840","Ivana Krajina","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"695e29ea0e9e0b79ee64023e","2750315-105097-30","2026-01-05T00:18:47Z","41098","2750315","32","30","105097","LMU (CA)","30","1","false","true","false","1925105-2270840-2291259-1688590-2118064","1","5","2400","2478","05:00","03:42","78","74","74","74","74","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","01:18","1","0","0","","","2","1","1.5","0","0","0","1925105","Andjela Matic","2270840","Ivana Krajina","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
"695e29eb0e9e0b79ee64104e","2750315-105097-31","2026-01-05T00:18:47Z","41098","2750315","33","31","105097","LMU (CA)","30","1","false","true","true","1925105-2291259-2291264-1688590-2118064","1","5","2478","2652.9","03:42","00:47","174.9","74","79","74","83","5","9","-4","2","4","1","2","1","2","0","0","2","0","0","1","0","2","4","1","2","1","2","4","2","0","0","2","1","02:55","1","3","0.5","0.5","","4","4.53","4.265","1.25","1.9868","-0.7368","1925105","Andjela Matic","2291259","Allison Clarke","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","0","0.19","0.7","0.05"
"695e29e70e9e0b79ee63d74d","2750315-105097-32","2026-01-05T00:18:47Z","41098","2750315","34","32","105097","LMU (CA)","30","1","false","true","false","1925105-2291259-1688590-2118064-1696172","1","5","2652.9","2687.6","00:47","00:12","34.7","79","80","83","85","1","2","-1","0","1","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","00:35","0","1","","0","0.5","1.8","1.8","1.8","0.5556","1.1111","-0.5556","1925105","Andjela Matic","2291259","Allison Clarke","1688590","Carly Heidger","2118064","Maya Hernandez","1696172","Paula Reus Piza","","","",""
"695e29e60e9e0b79ee63cf6d","2750315-105097-33","2026-01-05T00:18:47Z","41098","2750315","35","33","105097","LMU (CA)","30","1","false","true","false","1925105-2291259-2291264-1688590-2118064","1","5","2687.6","2700","00:12","00:00","12.4","80","82","85","85","2","0","2","0","2","0","0","0","2","2","2","0","0","0","1","1","0","0","0","0","0","0","2","0","1","0","1","0","00:12","2","1","","0","1","1.73","1.8","1.765","1.1561","0","1.1561","1925105","Andjela Matic","2291259","Allison Clarke","2291264","Zawadi Ogot","1688590","Carly Heidger","2118064","Maya Hernandez","","","",""
